longitude,latitude,param1,param2,param3,param4,param5,param6,layer
-120.97222222222223,31.02232142857143,-10733.0,-3.87e-08,-3.183e-08,-1.2814999999999998e-11,3.4352e-09,3.8013e-08,5
-120.97222222222223,31.066964285714285,-10726.0,-3.8796e-08,-3.176e-08,-4.25e-11,3.5182e-09,3.8046e-08,5
-120.97222222222223,31.111607142857146,-10728.0,-3.9011e-08,-3.1657000000000003e-08,-8.628299999999999e-11,3.6779e-09,3.8125e-08,5
-120.97222222222223,31.15625,-10729.0,-3.9424e-08,-3.1450999999999995e-08,-1.9329e-10,3.9911e-09,3.8218e-08,5
-120.97222222222223,31.200892857142854,-10730.0,-3.991e-08,-3.1749e-08,-1.3169e-10,4.0828e-09,3.8479e-08,5
-120.97222222222223,31.245535714285715,-10712.0,-4.0255e-08,-3.1722000000000004e-08,-4.9428999999999995e-11,4.2666e-09,3.869e-08,5
-120.97222222222223,31.29017857142857,-10695.0,-4.056e-08,-3.1568e-08,-8.125700000000001e-11,4.4967e-09,3.8896e-08,5
-120.97222222222223,31.33482142857143,-10697.0,-4.0908e-08,-3.1353e-08,-6.4161e-11,4.777899999999999e-09,3.9168e-08,5
-120.97222222222223,31.379464285714285,-10700.0,-4.1369e-08,-3.1304e-08,-1.4642e-10,5.0348e-09,3.955e-08,5
-120.97222222222223,31.424107142857146,-10702.0,-4.2005e-08,-3.1493e-08,-1.8159e-10,5.259199999999999e-09,4.0012e-08,5
-120.97222222222223,31.46875,-10705.0,-4.2687e-08,-3.1183e-08,-1.5509e-10,5.754000000000001e-09,4.0336e-08,5
-120.97222222222223,31.513392857142854,-10707.0,-4.3346e-08,-3.0803e-08,-1.3789e-10,6.272800000000001e-09,4.0565e-08,5
-120.97222222222223,31.558035714285715,-10711.0,-4.4074e-08,-2.9832e-08,-1.8747e-10,7.1235e-09,4.0605000000000005e-08,5
-120.97222222222223,31.60267857142857,-10714.0,-4.4998e-08,-2.9316e-08,-2.7389e-10,7.846e-09,4.076e-08,5
